,EmployeeNumber,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,31-35,36-43,44+,No,Yes,Travel_Frequently,Travel_Rarely,Research & Development,Sales,Life Sciences,Marketing,Medical,Other,Technical Degree,Male
859,1202,18-30,No,Travel_Rarely,Research & Development,15,1,Life Sciences,2,Female,1,1,Research Scientist,4,Married,2168,0,Yes,18,3,1,1,6,2,2,5,4,1,3,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0
860,1203,18-30,Yes,Travel_Frequently,Research & Development,3,4,Life Sciences,3,Male,2,1,Research Scientist,4,Married,2853,0,Yes,11,3,2,1,1,5,3,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1
861,1204,44+,No,Travel_Rarely,Sales,2,3,Marketing,3,Female,3,4,Manager,1,Married,17048,8,No,23,4,1,0,28,2,3,26,15,15,9,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0
862,1206,36-43,No,Non-Travel,Research & Development,17,3,Life Sciences,4,Male,1,1,Research Scientist,3,Single,2290,2,No,13,3,4,0,6,3,3,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
863,1207,31-35,No,Travel_Rarely,Human Resources,2,3,Human Resources,2,Male,3,1,Human Resources,3,Married,3600,1,No,13,3,4,1,5,2,3,5,4,1,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
864,1210,36-43,Yes,Non-Travel,Research & Development,5,2,Life Sciences,1,Male,2,1,Research Scientist,1,Divorced,2107,6,No,17,3,1,1,5,2,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
865,1211,18-30,No,Travel_Rarely,Sales,29,4,Life Sciences,3,Male,3,2,Sales Executive,1,Divorced,4115,8,No,19,3,3,3,8,3,3,4,3,0,3,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1
866,1212,36-43,No,Travel_Frequently,Sales,2,4,Medical,2,Male,3,2,Sales Executive,2,Married,4327,5,No,12,3,4,3,5,2,3,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1
867,1215,44+,No,Travel_Frequently,Research & Development,2,3,Medical,4,Female,3,4,Manager,1,Married,17856,2,No,22,4,3,1,32,3,3,2,2,2,2,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0
868,1216,18-30,No,Travel_Rarely,Research & Development,19,4,Medical,4,Male,2,1,Laboratory Technician,1,Married,3196,1,No,12,3,3,3,6,2,3,6,5,3,3,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
869,1217,44+,No,Travel_Rarely,Research & Development,15,2,Life Sciences,4,Male,3,5,Research Director,2,Married,19081,5,No,11,3,1,1,25,2,3,4,2,0,3,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1
870,1218,31-35,No,Travel_Rarely,Sales,17,4,Life Sciences,3,Male,3,2,Sales Executive,1,Married,8966,3,Yes,15,3,4,3,15,2,3,7,7,1,7,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1
871,1219,18-30,Yes,Travel_Rarely,Research & Development,17,2,Life Sciences,4,Female,3,1,Laboratory Technician,2,Married,2210,1,No,13,3,1,1,1,3,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
872,1220,31-35,No,Travel_Frequently,Sales,25,3,Medical,2,Female,3,2,Sales Executive,3,Married,4539,1,No,12,3,1,1,10,3,2,10,7,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
873,1221,31-35,No,Travel_Rarely,Research & Development,6,4,Life Sciences,3,Male,1,1,Laboratory Technician,3,Divorced,2741,1,No,14,3,3,1,7,4,3,7,7,1,7,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1
874,1224,18-30,No,Travel_Rarely,Research & Development,7,4,Life Sciences,3,Male,3,2,Laboratory Technician,3,Divorced,3491,1,No,13,3,1,3,10,4,2,10,7,8,9,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1
875,1225,36-43,No,Travel_Rarely,Research & Development,29,4,Other,4,Male,3,2,Research Scientist,4,Single,4541,1,No,25,4,2,0,20,3,3,20,11,13,17,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1
876,1226,18-30,No,Travel_Rarely,Sales,21,3,Marketing,3,Male,4,1,Sales Representative,4,Single,2678,1,No,17,3,4,0,2,2,3,2,1,2,2,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
877,1228,44+,No,Travel_Rarely,Research & Development,2,4,Technical Degree,4,Male,3,2,Manufacturing Director,4,Divorced,7379,2,No,11,3,3,1,12,3,2,6,3,1,4,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1
878,1231,36-43,No,Non-Travel,Human Resources,2,5,Medical,4,Male,4,2,Human Resources,1,Married,6272,7,No,16,3,1,1,10,3,4,4,3,0,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
879,1233,44+,No,Travel_Rarely,Sales,7,4,Marketing,2,Male,4,2,Sales Executive,4,Divorced,5220,0,Yes,18,3,2,1,12,3,3,11,7,1,9,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1
880,1234,31-35,No,Travel_Frequently,Research & Development,13,3,Other,3,Female,2,1,Laboratory Technician,2,Married,2743,1,No,20,4,3,1,2,2,3,2,2,2,2,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0
881,1235,31-35,No,Travel_Frequently,Research & Development,2,2,Life Sciences,4,Female,3,2,Research Scientist,3,Single,4998,4,Yes,14,3,4,0,10,2,3,8,7,0,7,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0
882,1237,31-35,No,Travel_Rarely,Research & Development,1,3,Technical Degree,3,Female,1,3,Manufacturing Director,1,Divorced,10252,2,Yes,21,4,3,1,17,2,3,7,7,7,7,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0
883,1238,31-35,No,Travel_Rarely,Research & Development,9,3,Medical,1,Male,3,1,Research Scientist,4,Married,2781,0,No,13,3,2,1,15,5,3,14,10,4,10,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1
884,1239,36-43,No,Travel_Rarely,Sales,10,3,Technical Degree,2,Female,2,2,Sales Executive,2,Divorced,6852,7,No,12,3,2,1,7,2,4,5,1,1,3,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0
885,1240,18-30,No,Travel_Rarely,Sales,10,4,Life Sciences,3,Male,3,2,Sales Executive,4,Single,4950,0,No,14,3,2,0,5,4,3,4,3,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1
886,1241,18-30,No,Travel_Rarely,Research & Development,1,3,Medical,4,Male,3,1,Research Scientist,2,Married,3579,0,Yes,21,4,1,1,12,2,3,11,9,5,7,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
887,1242,36-43,No,Travel_Frequently,Research & Development,26,5,Medical,1,Female,3,3,Research Director,1,Married,13191,3,Yes,17,3,3,0,20,6,3,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
888,1243,31-35,No,Non-Travel,Sales,8,2,Marketing,3,Female,2,3,Sales Executive,4,Married,10377,4,Yes,11,3,2,1,16,6,2,13,2,4,12,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
889,1244,18-30,No,Travel_Rarely,Research & Development,14,3,Life Sciences,1,Male,3,1,Research Scientist,1,Married,2235,1,Yes,14,3,4,2,9,3,2,9,7,6,8,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1
890,1245,44+,No,Travel_Frequently,Research & Development,1,4,Life Sciences,4,Female,3,3,Manufacturing Director,3,Divorced,10502,7,No,17,3,1,1,33,2,1,5,4,1,4,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0
891,1246,36-43,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Female,4,1,Research Scientist,4,Married,2011,1,No,13,3,4,1,10,5,3,10,5,7,7,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0
892,1248,18-30,Yes,Non-Travel,Research & Development,10,3,Medical,1,Female,2,1,Research Scientist,2,Single,1859,1,Yes,25,4,2,0,1,2,4,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
893,1249,18-30,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Female,3,1,Research Scientist,4,Divorced,3760,1,No,15,3,1,3,3,5,3,3,2,1,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0
894,1250,44+,No,Travel_Rarely,Research & Development,3,3,Life Sciences,4,Male,3,4,Research Director,4,Married,17779,3,No,14,3,1,0,36,2,3,10,9,0,9,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1
895,1251,18-30,No,Travel_Rarely,Research & Development,11,2,Medical,3,Male,3,2,Healthcare Representative,1,Married,6833,1,Yes,12,3,4,0,6,2,2,6,5,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
896,1252,18-30,No,Travel_Rarely,Research & Development,24,3,Medical,3,Female,2,2,Healthcare Representative,1,Single,6812,1,No,19,3,2,0,10,2,3,10,9,1,8,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
897,1254,44+,No,Travel_Rarely,Sales,3,3,Life Sciences,3,Female,2,2,Sales Executive,4,Single,5171,5,No,17,3,4,0,13,2,3,6,1,0,5,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0
898,1255,36-43,No,Travel_Rarely,Research & Development,3,3,Life Sciences,3,Male,1,5,Research Director,4,Married,19740,3,No,14,3,2,1,25,2,3,8,7,0,7,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1
899,1256,44+,No,Travel_Rarely,Research & Development,4,2,Medical,1,Male,2,5,Manager,3,Married,18711,2,No,13,3,3,1,23,2,4,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1
900,1257,31-35,No,Travel_Frequently,Research & Development,3,3,Technical Degree,3,Male,3,1,Research Scientist,2,Married,3692,1,No,12,3,3,0,12,2,2,11,10,0,7,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1
901,1258,44+,No,Travel_Rarely,Research & Development,2,2,Technical Degree,4,Male,4,1,Laboratory Technician,2,Single,2559,5,No,11,3,3,0,7,4,2,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1
902,1259,18-30,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,Male,3,1,Research Scientist,3,Divorced,2517,1,No,11,3,2,3,5,2,3,5,3,0,3,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1
903,1260,18-30,No,Travel_Rarely,Research & Development,7,3,Life Sciences,3,Male,3,2,Healthcare Representative,4,Divorced,6623,1,Yes,11,3,2,2,6,2,3,6,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1
904,1263,44+,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,2,5,Research Director,4,Single,18265,6,No,12,3,3,0,25,3,4,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1
905,1264,18-30,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,2,4,Research Director,4,Divorced,16124,3,No,14,3,2,2,9,2,2,7,7,1,7,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0
906,1265,31-35,No,Travel_Rarely,Research & Development,20,3,Technical Degree,3,Female,4,1,Research Scientist,3,Married,2585,0,No,17,3,4,0,2,5,2,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0
907,1267,36-43,No,Travel_Rarely,Sales,5,3,Marketing,2,Male,3,5,Manager,2,Married,18213,7,No,11,3,3,1,26,5,3,22,9,3,10,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
908,1268,31-35,No,Travel_Rarely,Sales,10,5,Marketing,4,Male,4,3,Sales Executive,3,Divorced,8380,0,Yes,14,3,4,2,10,3,3,9,8,0,8,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1
909,1269,18-30,No,Travel_Rarely,Research & Development,25,3,Life Sciences,2,Female,4,1,Research Scientist,4,Single,2994,1,Yes,12,3,4,0,1,2,3,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0
910,1270,18-30,No,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,3,1,Research Scientist,3,Married,1223,1,No,22,4,4,1,1,2,3,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1
911,1273,18-30,Yes,Travel_Frequently,Sales,24,1,Life Sciences,3,Male,1,1,Sales Representative,4,Single,1118,1,Yes,14,3,4,0,1,4,3,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1
912,1275,18-30,No,Travel_Rarely,Research & Development,4,2,Life Sciences,3,Male,3,1,Research Scientist,4,Single,2875,1,Yes,20,4,2,0,8,2,2,8,5,2,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1
913,1277,44+,Yes,Travel_Rarely,Sales,2,3,Marketing,1,Female,1,5,Manager,2,Single,18824,2,Yes,16,3,1,0,26,2,3,24,10,1,11,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0
914,1278,44+,No,Non-Travel,Research & Development,8,1,Medical,4,Male,2,4,Healthcare Representative,2,Divorced,13577,1,Yes,15,3,4,1,34,3,3,33,9,15,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
915,1279,18-30,Yes,Travel_Frequently,Research & Development,10,2,Life Sciences,1,Female,2,1,Laboratory Technician,3,Single,2625,1,No,20,4,3,0,2,2,1,2,2,2,2,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
916,1280,44+,No,Travel_Rarely,Sales,4,2,Marketing,4,Female,2,5,Manager,2,Married,18789,2,No,14,3,3,1,26,2,3,11,4,0,8,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0
917,1281,31-35,No,Travel_Rarely,Sales,2,3,Marketing,3,Female,3,2,Sales Executive,1,Single,4538,0,Yes,12,3,4,0,4,3,3,3,2,0,2,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0
918,1282,44+,No,Travel_Frequently,Sales,9,3,Life Sciences,4,Male,3,5,Manager,2,Divorced,19847,4,Yes,24,4,1,1,31,5,2,29,10,11,10,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1
919,1283,44+,No,Travel_Rarely,Research & Development,18,4,Medical,4,Male,3,3,Manufacturing Director,4,Single,10512,6,No,12,3,4,0,25,6,2,9,7,5,4,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1
920,1285,31-35,No,Travel_Frequently,Research & Development,19,3,Medical,3,Female,3,2,Laboratory Technician,2,Divorced,4444,4,No,13,3,3,2,15,2,4,11,8,5,10,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0
921,1286,18-30,No,Travel_Frequently,Research & Development,1,4,Medical,4,Male,3,1,Laboratory Technician,3,Single,2154,0,Yes,11,3,3,0,5,2,2,4,2,0,2,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
922,1288,36-43,No,Travel_Rarely,Research & Development,4,2,Life Sciences,3,Male,4,5,Manager,1,Divorced,19190,1,No,14,3,4,2,26,4,2,25,9,14,13,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1
923,1289,31-35,No,Travel_Frequently,Human Resources,11,3,Life Sciences,3,Male,2,2,Human Resources,2,Married,4490,4,No,11,3,4,2,14,5,4,10,9,1,8,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
924,1291,31-35,No,Travel_Rarely,Research & Development,6,1,Life Sciences,3,Male,3,1,Research Scientist,3,Married,3506,0,Yes,14,3,4,0,4,3,3,3,2,2,2,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1
925,1292,36-43,No,Travel_Rarely,Research & Development,7,4,Medical,2,Female,4,2,Research Scientist,2,Married,2372,6,Yes,16,3,4,0,18,2,3,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0
926,1293,36-43,No,Travel_Rarely,Sales,4,4,Marketing,4,Female,2,3,Sales Executive,4,Single,10231,3,No,14,3,4,0,23,3,4,21,7,15,17,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
927,1294,31-35,No,Travel_Rarely,Research & Development,2,4,Life Sciences,3,Female,3,2,Manufacturing Director,2,Single,5410,9,Yes,11,3,4,0,18,2,3,16,14,5,12,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0
928,1295,36-43,Yes,Travel_Rarely,Research & Development,15,3,Medical,1,Female,3,3,Healthcare Representative,4,Married,7978,1,No,11,3,4,1,10,2,3,10,7,0,5,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0
929,1296,18-30,No,Travel_Frequently,Research & Development,2,3,Life Sciences,4,Male,2,1,Laboratory Technician,4,Married,3867,1,Yes,12,3,2,1,2,2,3,2,2,2,2,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
930,1297,44+,No,Travel_Frequently,Research & Development,6,2,Medical,2,Female,2,1,Laboratory Technician,3,Single,2838,0,No,14,3,2,0,8,6,2,7,0,7,7,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0
931,1298,18-30,No,Non-Travel,Research & Development,9,2,Medical,3,Female,3,2,Manufacturing Director,3,Single,4695,7,Yes,18,3,3,0,10,3,3,8,4,1,7,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
932,1299,18-30,Yes,Travel_Rarely,Research & Development,7,3,Technical Degree,2,Female,3,1,Laboratory Technician,3,Divorced,3339,3,Yes,13,3,1,2,10,2,3,7,7,7,7,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
933,1301,18-30,No,Travel_Rarely,Research & Development,1,3,Technical Degree,4,Male,3,1,Research Scientist,1,Single,2080,2,No,11,3,2,0,5,2,2,3,2,1,2,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1
934,1303,18-30,No,Travel_Rarely,Research & Development,1,3,Medical,4,Female,3,1,Research Scientist,2,Single,2096,1,No,18,3,4,0,2,3,2,2,2,2,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
935,1304,31-35,No,Travel_Rarely,Sales,8,3,Medical,3,Male,4,2,Sales Executive,4,Married,6209,1,No,15,3,3,2,10,4,4,10,7,0,8,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1
936,1306,44+,No,Travel_Frequently,Research & Development,25,3,Medical,2,Female,3,5,Manager,2,Single,18061,3,No,22,4,3,0,22,4,3,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0
937,1307,36-43,No,Travel_Rarely,Research & Development,13,4,Medical,3,Female,2,4,Manager,2,Divorced,17123,6,Yes,13,3,4,2,21,4,3,19,9,15,2,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0
938,1308,44+,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,Male,3,1,Research Scientist,3,Divorced,2372,1,No,12,3,4,2,2,3,3,2,2,2,2,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1
939,1309,31-35,Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,4,Male,3,2,Laboratory Technician,3,Married,4883,1,No,18,3,1,1,10,3,3,10,4,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1
940,1310,36-43,Yes,Travel_Rarely,Research & Development,23,3,Medical,3,Male,3,1,Research Scientist,1,Single,3904,0,No,13,3,1,0,6,2,3,5,2,0,3,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1
941,1311,18-30,No,Travel_Rarely,Research & Development,6,3,Technical Degree,1,Female,2,2,Laboratory Technician,4,Married,4627,0,No,12,3,1,1,10,6,3,9,2,6,7,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
942,1312,31-35,No,Travel_Rarely,Research & Development,10,4,Technical Degree,4,Female,3,3,Healthcare Representative,3,Married,7094,3,No,12,3,1,0,10,0,3,7,7,1,7,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0
943,1314,44+,No,Travel_Rarely,Human Resources,1,2,Life Sciences,4,Female,3,1,Human Resources,1,Single,3423,6,No,12,3,3,0,10,3,4,7,6,5,7,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
944,1315,18-30,No,Non-Travel,Research & Development,1,3,Life Sciences,3,Female,1,2,Laboratory Technician,4,Married,6674,0,No,11,3,1,3,10,6,3,9,8,7,5,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
945,1317,44+,No,Travel_Rarely,Research & Development,28,3,Life Sciences,4,Female,3,4,Research Director,1,Married,16880,4,Yes,11,3,2,0,25,2,3,3,2,1,2,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
946,1318,36-43,Yes,Travel_Rarely,Sales,25,4,Marketing,4,Male,2,3,Sales Executive,2,Single,9094,2,Yes,12,3,3,0,9,2,3,5,4,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1
947,1319,44+,Yes,Travel_Rarely,Sales,5,3,Life Sciences,2,Male,3,3,Sales Executive,2,Single,8446,9,Yes,19,3,3,0,10,2,2,8,7,7,7,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1
948,1321,18-30,No,Travel_Rarely,Research & Development,17,4,Medical,2,Female,3,3,Manager,1,Married,11916,1,Yes,23,4,4,2,9,2,3,9,1,0,8,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
949,1322,36-43,No,Travel_Rarely,Research & Development,18,2,Life Sciences,1,Male,3,2,Manufacturing Director,3,Single,4534,0,No,11,3,1,0,9,6,3,8,7,1,7,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1
950,1324,18-30,No,Non-Travel,Sales,2,4,Life Sciences,4,Female,3,3,Sales Executive,3,Divorced,9852,1,Yes,19,3,1,1,10,5,2,10,8,9,6,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
951,1329,36-43,No,Non-Travel,Sales,10,2,Medical,3,Male,1,2,Sales Executive,2,Single,6151,1,No,13,3,1,0,19,4,3,19,2,11,9,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1
952,1331,18-30,Yes,Travel_Frequently,Sales,1,3,Life Sciences,4,Female,3,1,Sales Representative,2,Single,2302,1,Yes,11,3,1,0,3,2,4,3,2,2,2,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
953,1333,36-43,Yes,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Male,3,1,Laboratory Technician,1,Married,2362,4,No,12,3,3,0,10,4,4,3,2,1,2,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1
954,1334,36-43,No,Non-Travel,Research & Development,2,1,Life Sciences,3,Male,3,4,Manager,3,Married,17861,0,Yes,13,3,4,0,21,3,2,20,8,2,10,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
955,1336,44+,No,Travel_Rarely,Research & Development,2,2,Medical,4,Female,1,5,Manager,3,Married,19187,4,No,14,3,4,1,23,5,3,19,9,9,11,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0
956,1338,44+,No,Travel_Rarely,Human Resources,8,4,Life Sciences,4,Male,3,5,Manager,2,Single,19717,6,No,14,3,1,0,36,4,3,7,3,7,7,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
957,1340,36-43,No,Non-Travel,Research & Development,16,2,Life Sciences,3,Male,3,1,Research Scientist,3,Divorced,3544,9,No,16,3,2,1,6,0,3,4,2,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
958,1344,31-35,No,Travel_Rarely,Research & Development,9,3,Life Sciences,4,Male,3,3,Healthcare Representative,4,Divorced,8500,0,No,11,3,4,1,10,0,2,9,7,1,6,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1
959,1346,36-43,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Male,3,2,Research Scientist,4,Single,4661,1,No,13,3,3,0,9,4,3,9,8,8,8,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1
960,1349,36-43,No,Travel_Frequently,Sales,1,3,Marketing,3,Female,3,2,Sales Executive,1,Divorced,4103,0,No,17,3,4,1,10,2,3,9,3,1,7,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
961,1350,31-35,No,Travel_Frequently,Research & Development,4,4,Life Sciences,3,Male,3,2,Research Scientist,3,Single,4249,1,Yes,11,3,2,0,9,3,3,9,6,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1
962,1352,44+,No,Travel_Rarely,Human Resources,5,3,Life Sciences,3,Male,3,4,Manager,2,Divorced,14026,1,Yes,11,3,2,1,33,2,3,33,9,0,10,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
963,1355,36-43,No,Travel_Rarely,Sales,2,2,Life Sciences,2,Female,3,2,Sales Executive,1,Divorced,6893,3,No,15,3,4,1,11,3,3,7,7,1,7,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0
964,1356,31-35,No,Travel_Rarely,Sales,15,2,Medical,3,Female,3,2,Sales Executive,1,Single,6125,1,No,12,3,4,0,10,6,4,10,8,9,6,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
965,1358,18-30,No,Travel_Rarely,Research & Development,19,1,Medical,4,Male,3,1,Laboratory Technician,4,Married,3669,3,No,11,3,3,3,7,6,2,3,2,1,2,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
966,1360,44+,Yes,Travel_Rarely,Research & Development,7,4,Medical,3,Female,2,3,Manufacturing Director,1,Married,10008,7,Yes,14,3,4,0,31,0,2,10,9,5,9,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0
967,1361,36-43,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Male,3,1,Laboratory Technician,2,Married,2387,3,No,22,4,3,1,7,3,3,4,2,0,3,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1
968,1362,31-35,No,Travel_Frequently,Sales,7,3,Marketing,1,Female,4,2,Sales Executive,1,Married,4639,2,No,16,3,4,1,17,2,2,15,7,6,13,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0
969,1363,44+,No,Travel_Rarely,Research & Development,4,3,Life Sciences,4,Male,3,3,Manufacturing Director,4,Single,7898,1,No,11,3,3,0,11,2,3,10,9,0,8,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1
970,1364,18-30,No,Travel_Rarely,Sales,11,3,Medical,3,Female,4,1,Sales Representative,4,Married,2534,8,No,14,3,2,1,5,4,3,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
971,1367,44+,No,Travel_Rarely,Research & Development,11,2,Technical Degree,4,Female,2,4,Manufacturing Director,2,Single,13142,3,No,16,3,2,0,29,1,2,5,2,0,3,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0
972,1368,18-30,No,Non-Travel,Research & Development,1,3,Life Sciences,4,Female,3,1,Laboratory Technician,4,Single,1611,1,No,15,3,3,0,0,5,4,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
973,1369,31-35,No,Travel_Rarely,Research & Development,1,3,Medical,4,Female,2,2,Laboratory Technician,4,Married,5363,0,No,12,3,2,1,10,0,3,9,7,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0
974,1371,18-30,No,Travel_Frequently,Sales,2,1,Life Sciences,4,Male,1,2,Sales Executive,4,Single,5071,3,No,20,4,2,0,8,3,3,6,2,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1
975,1372,44+,Yes,Travel_Rarely,Sales,13,4,Marketing,1,Male,4,4,Sales Executive,3,Single,13695,6,Yes,17,3,3,0,24,2,2,19,7,3,8,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1
